ensembl	gene_name
ENSG00000167118	URM1
ENSG00000167123	CERCAM
ENSG00000167130	DOLPP1
ENSG00000071282	LMCD1
ENSG00000167157	PRRX2
ENSG00000167173	C15orf39
ENSG00000167182	SP2
ENSG00000167183	PRR15L
ENSG00000167191	GPRC5B
ENSG00000167193	CRK
ENSG00000167196	FBXO22
ENSG00000167202	TBC1D2B
ENSG00000167207	NOD2
ENSG00000167208	SNX20
ENSG00000167210	LOXHD1
ENSG00000167216	KATNAL2
ENSG00000071537	SEL1L
ENSG00000167257	RNF214
ENSG00000167264	DUS2
ENSG00000167280	ENGASE
ENSG00000167281	RBFOX3
ENSG00000167291	TBC1D16
ENSG00000167302	TEPSIN
ENSG00000167306	MYO5B
ENSG00000167315	ACAA2
ENSG00000167323	STIM1
ENSG00000167325	RRM1
ENSG00000167332	OR51E2
ENSG00000167346	MMP26
ENSG00000167359	OR51I1
ENSG00000167394	ZNF668
ENSG00000167395	ZNF646
ENSG00000167414	GNG8
ENSG00000071564	TCF3
ENSG00000167447	SMG8
ENSG00000167460	TPM4
ENSG00000167461	RAB8A
ENSG00000167468	GPX4
ENSG00000167470	MIDN
ENSG00000167483	FAM129C
ENSG00000167487	KLHL26
ENSG00000071575	TRIB2
ENSG00000167522	ANKRD11
ENSG00000167528	ZNF641
ENSG00000167531	LALBA
ENSG00000167535	CACNB3
ENSG00000071626	DAZAP1
ENSG00000167536	DHRS13
ENSG00000167548	KMT2D
ENSG00000167549	CORO6
ENSG00000071655	MBD3
ENSG00000167600	CYP2S1
ENSG00000167601	AXL
ENSG00000167604	NFKBID
ENSG00000167608	TMC4
ENSG00000167614	TTYH1
ENSG00000167615	LENG8
ENSG00000006016	CRLF1
ENSG00000167619	TMEM145
ENSG00000167625	ZNF526
ENSG00000167632	TRAPPC9
ENSG00000167641	PPP1R14A
ENSG00000167642	SPINT2
ENSG00000071794	HLTF
ENSG00000167654	ATCAY
ENSG00000167656	LY6D
ENSG00000167657	DAPK3
ENSG00000167658	EEF2
ENSG00000167670	CHAF1A
ENSG00000167674	HDGFL2
ENSG00000167676	PLIN4
ENSG00000167680	SEMA6B
ENSG00000167695	FAM57A
ENSG00000167699	GLOD4
ENSG00000167700	MFSD3
ENSG00000167701	GPT
ENSG00000167702	KIFC2
ENSG00000167703	SLC43A2
ENSG00000167705	RILP
ENSG00000071889	FAM3A
ENSG00000167711	SERPINF2
ENSG00000167716	WDR81
ENSG00000167740	CYB5D2
ENSG00000167754	KLK5
ENSG00000071894	CPSF1
ENSG00000167757	KLK11
ENSG00000167769	ACER1
ENSG00000167770	OTUB1
ENSG00000071909	MYO3B
ENSG00000167791	CABP2
ENSG00000167792	NDUFV1
ENSG00000167797	CDK2AP2
ENSG00000071967	CYBRD1
ENSG00000167800	TBX10
ENSG00000167861	HID1
ENSG00000167862	MRPL58
ENSG00000071991	CDH19
ENSG00000167874	TMEM88
ENSG00000167881	SRP68
ENSG00000167889	MGAT5B
ENSG00000167895	TMC8
ENSG00000167904	TMEM68
ENSG00000072041	SLC6A15
ENSG00000167925	GHDC
ENSG00000167941	SOST
ENSG00000167962	ZNF598
ENSG00000167964	RAB26
ENSG00000167965	MLST8
ENSG00000167967	E4F1
ENSG00000167968	DNASE1L2
ENSG00000167971	CASKIN1
ENSG00000072042	RDH11
ENSG00000167977	KCTD5
ENSG00000167978	SRRM2
ENSG00000167984	NLRC3
ENSG00000167986	DDB1
ENSG00000006025	OSBPL7
ENSG00000167995	BEST1
ENSG00000168000	BSCL2
ENSG00000168002	POLR2G
ENSG00000168003	SLC3A2
ENSG00000168005	C11orf84
ENSG00000168010	ATG16L2
ENSG00000168014	C2CD3
ENSG00000168016	TRANK1
ENSG00000168026	TTC21A
ENSG00000072071	ADGRL1
ENSG00000168032	ENTPD3
ENSG00000168036	CTNNB1
ENSG00000168038	ULK4
ENSG00000168040	FADD
ENSG00000168056	LTBP3
ENSG00000168060	NAALADL1
ENSG00000168066	SF1
ENSG00000072080	SPP2
ENSG00000168071	CCDC88B
ENSG00000168077	SCARA3
ENSG00000168079	SCARA5
ENSG00000168081	PNOC
ENSG00000168092	PAFAH1B2
ENSG00000168096	ANKS3
ENSG00000072110	ACTN1
ENSG00000168101	NUDT16L1
ENSG00000168118	RAB4A
ENSG00000168135	KCNJ4
ENSG00000168137	SETD5
ENSG00000168143	FAM83B
ENSG00000072121	ZFYVE26
ENSG00000168209	DDIT4
ENSG00000168216	LMBRD1
ENSG00000168228	ZCCHC4
ENSG00000168234	TTC39C
ENSG00000168243	GNG4
ENSG00000072133	RPS6KA6
ENSG00000168246	UBTD2
ENSG00000168256	NKIRAS2
ENSG00000168263	KCNV2
ENSG00000168264	IRF2BP2
ENSG00000168267	PTF1A
ENSG00000168268	NT5DC2
ENSG00000168269	FOXI1
ENSG00000168273	SMIM4
ENSG00000072134	EPN2
ENSG00000168280	KIF5C
ENSG00000168282	MGAT2
ENSG00000168286	THAP11
ENSG00000168297	PXK
ENSG00000168301	KCTD6
ENSG00000168306	ACOX2
ENSG00000168310	IRF2
ENSG00000168314	MOBP
ENSG00000168329	CX3CR1
ENSG00000168333	PPDPFL
ENSG00000168334	XIRP1
ENSG00000072163	LIMS2
ENSG00000168374	ARF4
ENSG00000168386	FILIP1L
ENSG00000168389	MFSD2A
ENSG00000168394	TAP1
ENSG00000168395	ING5
ENSG00000168397	ATG4B
ENSG00000168398	BDKRB2
ENSG00000072182	ASIC4
ENSG00000168411	RFWD3
ENSG00000168412	MTNR1A
ENSG00000168418	KCNG4
ENSG00000168421	RHOH
ENSG00000168434	COG7
ENSG00000168438	CDC40
ENSG00000168447	SCNN1B
ENSG00000006042	TMEM98
ENSG00000072195	SPEG
ENSG00000168453	HR
ENSG00000168461	RAB31
ENSG00000168476	REEP4
ENSG00000168477	TNXB
ENSG00000168481	LGI3
ENSG00000168484	SFTPC
ENSG00000168487	BMP1
ENSG00000072201	LNX1
ENSG00000168495	POLR3D
ENSG00000168496	FEN1
ENSG00000168497	CAVIN2
ENSG00000168502	MTCL1
ENSG00000168505	GBX2
ENSG00000168509	HFE2
ENSG00000072210	ALDH3A2
ENSG00000168530	MYL1
ENSG00000168538	TRAPPC11
ENSG00000168539	CHRM1
ENSG00000168542	COL3A1
ENSG00000168556	ING2
ENSG00000168564	CDKN2AIP
ENSG00000168566	SNRNP48
ENSG00000168575	SLC20A2
ENSG00000168589	DYNLRB2
ENSG00000168591	TMUB2
ENSG00000168610	STAT3
ENSG00000168612	ZSWIM1
ENSG00000168619	ADAM18
ENSG00000168621	GDNF
ENSG00000072310	SREBF1
ENSG00000168646	AXIN2
ENSG00000168658	VWA3B
ENSG00000168672	FAM84B
ENSG00000168675	LDLRAD4
ENSG00000168676	KCTD19
ENSG00000168679	SLC16A4
ENSG00000168685	IL7R
ENSG00000168701	TMEM208
ENSG00000168710	AHCYL1
ENSG00000168734	PKIG
ENSG00000168743	NPNT
ENSG00000168748	CA7
ENSG00000168754	FAM178B
ENSG00000168758	SEMA4C
ENSG00000168763	CNNM3
ENSG00000168769	TET2
ENSG00000168772	CXXC4
ENSG00000072364	AFF4
ENSG00000168778	TCTN2
ENSG00000168779	SHOX2
ENSG00000168781	PPIP5K1
ENSG00000168785	TSPAN5
ENSG00000168792	ABHD15
ENSG00000168795	ZBTB5
ENSG00000168807	SNTB2
ENSG00000168811	IL12A
ENSG00000168813	ZNF507
ENSG00000168824	NSG1
ENSG00000168826	ZBTB49
ENSG00000168827	GFM1
ENSG00000168874	ATOH8
ENSG00000168875	SOX14
ENSG00000072415	MPP5
ENSG00000168878	SFTPB
ENSG00000168883	USP39
ENSG00000168884	TNIP2
ENSG00000168890	TMEM150A
ENSG00000072422	RHOBTB1
ENSG00000168916	ZNF608
ENSG00000168917	SLC35G2
ENSG00000168918	INPP5D
ENSG00000168924	LETM1
ENSG00000168936	TMEM129
ENSG00000168938	PPIC
ENSG00000168939	SPRY3
ENSG00000168944	CEP120
ENSG00000168952	STXBP6
ENSG00000168955	TM4SF20
ENSG00000168993	CPLX1
ENSG00000168994	PXDC1
ENSG00000169016	E2F6
ENSG00000169018	FEM1B
ENSG00000169019	COMMD8
ENSG00000169026	MFSD7
ENSG00000169032	MAP2K1
ENSG00000169035	KLK7
ENSG00000169047	IRS1
ENSG00000169057	MECP2
ENSG00000169083	AR
ENSG00000072518	MARK2
ENSG00000169084	DHRSX
ENSG00000169085	C8orf46
ENSG00000169087	HSPBAP1
ENSG00000169116	PARM1
ENSG00000169122	FAM110B
ENSG00000169129	AFAP1L2
ENSG00000072571	HMMR
ENSG00000169154	GOT1L1
ENSG00000169155	ZBTB43
ENSG00000169169	CPT1C
ENSG00000169180	XPO6
ENSG00000169181	GSG1L
ENSG00000169188	APEX2
ENSG00000072609	CHFR
ENSG00000169189	NSMCE1
ENSG00000169193	CCDC126
ENSG00000169213	RAB3B
ENSG00000169217	CD2BP2
ENSG00000169218	RSPO1
ENSG00000169220	RGS14
ENSG00000169221	TBC1D10B
ENSG00000072657	TRHDE
ENSG00000169228	RAB24
ENSG00000169231	THBS3
ENSG00000169239	CA5B
ENSG00000169241	SLC50A1
ENSG00000169242	EFNA1
ENSG00000169245	CXCL10
ENSG00000169247	SH3TC2
ENSG00000072682	P4HA2
ENSG00000169251	NMD3
ENSG00000169252	ADRB2
ENSG00000169255	B3GALNT1
ENSG00000169258	GPRIN1
ENSG00000169282	KCNAB1
ENSG00000169291	SHE
ENSG00000072736	NFATC3
ENSG00000169297	NR0B1
ENSG00000169302	STK32A
ENSG00000169306	IL1RAPL1
ENSG00000169313	P2RY12
ENSG00000169340	PDILT
ENSG00000169344	UMOD
ENSG00000169347	GP2
ENSG00000169359	SLC33A1
ENSG00000169371	SNUPN
ENSG00000169372	CRADD
ENSG00000169375	SIN3A
ENSG00000169379	ARL13B
ENSG00000169398	PTK2
ENSG00000169403	PTAFR
ENSG00000072778	ACADVL
ENSG00000169410	PTPN9
ENSG00000169427	KCNK9
ENSG00000169429	CXCL8
ENSG00000169432	SCN9A
ENSG00000169435	RASSF6
ENSG00000169436	COL22A1
ENSG00000169439	SDC2
ENSG00000006062	MAP3K14
ENSG00000072786	STK10
ENSG00000169484	OR4K14
ENSG00000169490	TM2D2
ENSG00000169495	HTRA4
ENSG00000169499	PLEKHA2
ENSG00000169508	GPR183
ENSG00000072803	FBXW11
ENSG00000169519	METTL15
ENSG00000169554	ZEB2
ENSG00000169562	GJB1
ENSG00000169583	CLIC3
ENSG00000169594	BNC1
ENSG00000169598	DFFB
ENSG00000072818	ACAP1
ENSG00000169604	ANTXR1
ENSG00000169605	GKN1
ENSG00000169621	APLF
ENSG00000169641	LUZP1
ENSG00000169660	HEXDC
ENSG00000072832	CRMP1
ENSG00000169676	DRD5
ENSG00000169682	SPNS1
ENSG00000169683	LRRC45
ENSG00000169684	CHRNA5
ENSG00000169692	AGPAT2
ENSG00000169704	GP9
ENSG00000169710	FASN
ENSG00000072840	EVC
ENSG00000169714	CNBP
ENSG00000169727	GPS1
ENSG00000169744	LDB2
ENSG00000169752	NRG4
ENSG00000072849	DERL2
ENSG00000169758	TMEM266
ENSG00000169760	NLGN1
ENSG00000169762	TAPT1
ENSG00000169777	TAS2R1
ENSG00000169783	LINGO1
ENSG00000169814	BTD
ENSG00000169826	CSGALNACT2
ENSG00000169836	TACR3
ENSG00000169840	GSX1
ENSG00000072858	SIDT1
ENSG00000169851	PCDH7
ENSG00000169856	ONECUT1
ENSG00000169857	AVEN
ENSG00000169860	P2RY1
ENSG00000169862	CTNND2
ENSG00000169876	MUC17
ENSG00000169877	AHSP
ENSG00000072864	NDE1
ENSG00000169902	TPST1
ENSG00000169903	TM4SF4
ENSG00000169906	S100G
ENSG00000072952	MRVI1
ENSG00000169918	OTUD7A
ENSG00000169926	KLF13
ENSG00000169933	FRMPD4
ENSG00000169946	ZFPM2
ENSG00000169962	TAS1R3
ENSG00000169964	TMEM42
ENSG00000169967	MAP3K2
ENSG00000072954	TMEM38A
ENSG00000169976	SF3B5
ENSG00000169989	TIGD4
ENSG00000169992	NLGN2
ENSG00000170004	CHD3
ENSG00000072958	AP1M1
ENSG00000170017	ALCAM
ENSG00000170035	UBE2E3
ENSG00000170037	CNTROB
ENSG00000170043	TRAPPC1
ENSG00000170044	ZPLD1
ENSG00000170049	KCNAB3
ENSG00000170075	GPR37L1
ENSG00000170088	TMEM192
ENSG00000170091	NSG2
ENSG00000170099	SERPINA6
ENSG00000170113	NIPA1
ENSG00000170142	UBE2E1
ENSG00000170145	SIK2
ENSG00000170153	RNF150
ENSG00000170162	VGLL2
ENSG00000170166	HOXD4
ENSG00000073050	XRCC1
ENSG00000170175	CHRNB1
ENSG00000170185	USP38
ENSG00000170190	SLC16A5
ENSG00000170209	ANKK1
ENSG00000170214	ADRA1B
ENSG00000170222	ADPRM
ENSG00000170231	FABP6
ENSG00000073060	SCARB1
ENSG00000170234	PWWP2A
ENSG00000170236	USP50
ENSG00000170242	USP47
ENSG00000170248	PDCD6IP
ENSG00000170260	ZNF212
ENSG00000170264	FAM161A
ENSG00000170265	ZNF282
ENSG00000073067	CYP2W1
ENSG00000170271	FAXDC2
ENSG00000170275	CRTAP
ENSG00000170289	CNGB3
ENSG00000170293	CMTM8
ENSG00000073111	MCM2
ENSG00000170310	STX8
ENSG00000170322	NFRKB
ENSG00000170325	PRDM10
ENSG00000170345	FOS
ENSG00000170364	SETMAR
ENSG00000073146	MOV10L1
ENSG00000170370	EMX2
ENSG00000170381	SEMA3E
ENSG00000170382	LRRN2
ENSG00000170385	SLC30A1
ENSG00000170390	DCLK2
ENSG00000170412	GPRC5C
ENSG00000170417	TMEM182
ENSG00000073150	PANX2
ENSG00000170419	VSTM2A
ENSG00000170423	KRT78
ENSG00000170425	ADORA2B
ENSG00000170439	METTL7B
ENSG00000170448	NFXL1
ENSG00000073169	SELENOO
ENSG00000170456	DENND5B
ENSG00000170458	CD14
ENSG00000170464	DNAJC18
ENSG00000170468	RIOX1
ENSG00000170471	RALGAPB
ENSG00000170482	SLC23A1
ENSG00000073282	TP63
ENSG00000170485	NPAS2
ENSG00000170498	KISS1
ENSG00000170500	LONRF2
ENSG00000170525	PFKFB3
ENSG00000170537	TMC7
ENSG00000006116	CACNG3
ENSG00000073331	ALPK1
ENSG00000170558	CDH2
ENSG00000170561	IRX2
ENSG00000170577	SIX2
ENSG00000170579	DLGAP1
ENSG00000170584	NUDCD2
ENSG00000073350	LLGL2
ENSG00000170604	IRF2BP1
ENSG00000170606	HSPA4
ENSG00000170608	FOXA3
ENSG00000170615	SLC26A5
ENSG00000170624	SGCD
ENSG00000170633	RNF34
ENSG00000073417	PDE8A
ENSG00000170638	TRABD
ENSG00000170681	CAVIN4
ENSG00000170684	ZNF296
ENSG00000170689	HOXB9
ENSG00000170703	TTLL6
ENSG00000170734	POLH
ENSG00000170743	SYT9
ENSG00000073464	CLCN4
ENSG00000170745	KCNS3
ENSG00000170759	KIF5B
ENSG00000170775	GPR37
ENSG00000170776	AKAP13
ENSG00000170779	CDCA4
ENSG00000170786	SDR16C5
ENSG00000170788	DYDC1
ENSG00000170791	CHCHD7
ENSG00000170801	HTRA3
ENSG00000073536	NLE1
ENSG00000170802	FOXN2
ENSG00000170819	BFSP2
ENSG00000170820	FSHR
ENSG00000170835	CEL
ENSG00000170836	PPM1D
ENSG00000170852	KBTBD2
ENSG00000170854	RIOX2
ENSG00000170871	KIAA0232
ENSG00000170873	MTSS1
ENSG00000170876	TMEM43
ENSG00000170881	RNF139
ENSG00000170889	RPS9
ENSG00000170891	CYTL1
ENSG00000073598	FNDC8
ENSG00000170893	TRH
ENSG00000170903	MSANTD4
ENSG00000170909	OSCAR
ENSG00000170915	PAQR8
ENSG00000170921	TANC2
ENSG00000170927	PKHD1
ENSG00000170955	CAVIN3
ENSG00000170959	DCDC1
ENSG00000170961	HAS2
ENSG00000073614	KDM5A
ENSG00000170962	PDGFD
ENSG00000170967	DDI1
ENSG00000171004	HS6ST2
ENSG00000171016	PYGO1
ENSG00000171017	LRRC8E
ENSG00000171033	PKIA
ENSG00000073670	ADAM11
ENSG00000171054	OR13H1
ENSG00000171055	FEZ2
ENSG00000171094	ALK
ENSG00000001461	NIPAL3
ENSG00000073711	PPP2R3A
ENSG00000171100	MTM1
ENSG00000171105	INSR
ENSG00000171109	MFN1
ENSG00000171115	GIMAP8
ENSG00000171119	NRTN
ENSG00000171121	KCNMB3
ENSG00000171126	KCNG3
ENSG00000171132	PRKCE
ENSG00000171133	OR2K2
ENSG00000171135	JAGN1
ENSG00000171148	TADA3
ENSG00000171150	SOCS5
ENSG00000171160	MORN4
ENSG00000171161	ZNF672
ENSG00000171163	ZNF692
ENSG00000073734	ABCB11
ENSG00000171169	NAIF1
ENSG00000171174	RBKS
ENSG00000171189	GRIK1
ENSG00000171206	TRIM8
ENSG00000073737	DHRS9
ENSG00000171208	NETO2
ENSG00000171222	SCAND1
ENSG00000171236	LRG1
ENSG00000171241	SHCBP1
ENSG00000073754	CD5L
ENSG00000171243	SOSTDC1
ENSG00000171246	NPTX1
ENSG00000171298	GAA
ENSG00000171302	CANT1
ENSG00000171303	KCNK3
ENSG00000171310	CHST11
ENSG00000171316	CHD7
ENSG00000073756	PTGS2
ENSG00000171357	LURAP1
ENSG00000171365	CLCN5
ENSG00000171385	KCND3
ENSG00000171403	KRT9
ENSG00000171408	PDE7B
ENSG00000171431	KRT20
ENSG00000171433	GLOD5
ENSG00000171435	KSR2
ENSG00000171444	MCC
ENSG00000171448	ZBTB26
ENSG00000073803	MAP3K13
ENSG00000171451	DSEL
ENSG00000171453	POLR1C
ENSG00000171456	ASXL1
ENSG00000171462	DLK2
ENSG00000171467	ZNF318
ENSG00000171475	WIPF2
ENSG00000171476	HOPX
ENSG00000073849	ST6GAL1
ENSG00000171488	LRRC8C
ENSG00000171495	MROH2B
ENSG00000171501	OR1N2
ENSG00000171502	COL24A1
ENSG00000171503	ETFDH
ENSG00000171509	RXFP1
ENSG00000171517	LPAR3
ENSG00000171522	PTGER4
ENSG00000171540	OTP
ENSG00000171551	ECEL1
ENSG00000171552	BCL2L1
ENSG00000171557	FGG
ENSG00000006125	AP2B1
ENSG00000073921	PICALM
ENSG00000171564	FGB
ENSG00000171566	PLRG1
ENSG00000171595	DNAI2
ENSG00000171596	NMUR1
ENSG00000171603	CLSTN1
ENSG00000073969	NSF
ENSG00000171608	PIK3CD
ENSG00000171612	SLC25A33
ENSG00000171617	ENC1
ENSG00000171621	SPSB1
ENSG00000171631	P2RY6
ENSG00000171643	S100Z
ENSG00000171657	GPR82
ENSG00000171659	GPR34
ENSG00000171681	ATF7IP
ENSG00000171700	RGS19
ENSG00000171703	TCEA2
ENSG00000171714	ANO5
ENSG00000171720	HDAC3
ENSG00000171722	SPATA46
ENSG00000171723	GPHN
ENSG00000171724	VAT1L
ENSG00000074054	CLASP1
ENSG00000171729	TMEM51
ENSG00000171735	CAMTA1
ENSG00000171747	LGALS4
ENSG00000171757	LRRC34
ENSG00000171759	PAH
ENSG00000171763	SPATA5L1
ENSG00000171766	GATM
ENSG00000171773	NXNL1
ENSG00000171777	RASGRP4
ENSG00000074071	MRPS34
ENSG00000171786	NHLH1
ENSG00000171790	SLFNL1
ENSG00000171791	BCL2
ENSG00000171792	RHNO1
ENSG00000171793	CTPS1
ENSG00000171798	KNDC1
ENSG00000171806	METTL18
ENSG00000171812	COL8A2
ENSG00000074181	NOTCH3
ENSG00000171815	PCDHB1
ENSG00000171819	ANGPTL7
ENSG00000171823	FBXL14
ENSG00000171824	EXOSC10
ENSG00000171843	MLLT3
ENSG00000171853	TRAPPC12
ENSG00000171861	MRM3
ENSG00000171862	PTEN
ENSG00000171867	PRNP
ENSG00000171873	ADRA1D
ENSG00000074211	PPP2R2C
ENSG00000171877	FRMD5
ENSG00000171885	AQP4
ENSG00000171914	TLN2
ENSG00000171940	ZNF217
ENSG00000171951	SCG2
ENSG00000171953	ATPAF2
ENSG00000171954	CYP4F22
ENSG00000171956	FOXB1
ENSG00000171960	PPIH
ENSG00000171984	C20orf196
ENSG00000171988	JMJD1C
ENSG00000171992	SYNPO
ENSG00000172009	THOP1
ENSG00000172020	GAP43
ENSG00000172031	EPHX4
ENSG00000172037	LAMB2
ENSG00000172046	USP19
ENSG00000172053	QARS
ENSG00000006128	TAC1
ENSG00000074276	CDHR2
ENSG00000172059	KLF11
ENSG00000172061	LRRC15
ENSG00000172071	EIF2AK3
ENSG00000172081	MOB3A
ENSG00000172113	NME6
ENSG00000172116	CD8B
ENSG00000172137	CALB2
ENSG00000074317	SNCB
ENSG00000172139	SLC9C1
ENSG00000172159	FRMD3
ENSG00000172164	SNTB1
ENSG00000172167	MTBP
ENSG00000172175	MALT1
ENSG00000172183	ISG20
ENSG00000074319	TSG101
ENSG00000172197	MBOAT1
ENSG00000172201	ID4
ENSG00000172209	GPR22
ENSG00000172215	CXCR6
ENSG00000172216	CEBPB
ENSG00000172238	ATOH1
ENSG00000172244	C5orf34
ENSG00000172260	NEGR1
ENSG00000172269	DPAGT1
ENSG00000172270	BSG
ENSG00000172273	HINFP
ENSG00000172289	OR10V1
ENSG00000172292	CERS6
ENSG00000074370	ATP2A3
ENSG00000172296	SPTLC3
ENSG00000172318	B3GALT1
ENSG00000172320	OR5A1
ENSG00000172336	POP7
ENSG00000172339	ALG14
ENSG00000074410	CA12
ENSG00000172340	SUCLG2
ENSG00000172345	STARD5
ENSG00000172346	CSDC2
ENSG00000172349	IL16
ENSG00000172350	ABCG4
ENSG00000172354	GNB2
ENSG00000172361	CFAP53
ENSG00000172366	MCRIP2
ENSG00000074416	MGLL
ENSG00000172375	C2CD2L
ENSG00000172380	GNG12
ENSG00000172382	PRSS27
ENSG00000172399	MYOZ2
ENSG00000172403	SYNPO2
ENSG00000172404	DNAJB7
ENSG00000074527	NTN4
ENSG00000172421	EFCAB3
ENSG00000172425	TTC36
ENSG00000172426	RSPH9
ENSG00000172432	GTPBP2
ENSG00000172458	IL17D
ENSG00000172459	OR5AR1
ENSG00000172461	FUT9
ENSG00000074582	BCS1L
ENSG00000172466	ZNF24
ENSG00000172469	MANEA
ENSG00000172493	AFF1
ENSG00000172497	ACOT12
ENSG00000172500	FIBP
ENSG00000172508	CARNS1
ENSG00000074590	NUAK1
ENSG00000172530	BANP
ENSG00000172531	PPP1CA
ENSG00000172534	HCFC1
ENSG00000172538	FAM170B
ENSG00000172543	CTSW
ENSG00000172548	NIPAL4
ENSG00000172554	SNTG2
ENSG00000172568	FNDC9
ENSG00000172572	PDE3A
ENSG00000006194	ZNF263
ENSG00000074603	DPP8
ENSG00000172575	RASGRP1
ENSG00000172578	KLHL6
ENSG00000172586	CHCHD1
ENSG00000172590	MRPL52
ENSG00000172594	SMPDL3A
ENSG00000172613	RAD9A
ENSG00000172638	EFEMP2
ENSG00000172663	TMEM134
ENSG00000074621	SLC24A1
ENSG00000172667	ZMAT3
ENSG00000172671	ZFAND4
ENSG00000172673	THEMIS
ENSG00000172680	MOS
ENSG00000172725	CORO1B
ENSG00000172728	FUT10
ENSG00000172731	LRRC20
ENSG00000074657	ZNF532
ENSG00000172732	MUS81
ENSG00000172733	PURG
ENSG00000172771	EFCAB12
ENSG00000074660	SCARF1
ENSG00000172775	FAM192A
ENSG00000172780	RAB43
ENSG00000172782	FADS6
ENSG00000172794	RAB37
ENSG00000172803	SNX32
ENSG00000172817	CYP7B1
ENSG00000172818	OVOL1
ENSG00000074695	LMAN1
ENSG00000172824	CES4A
ENSG00000172840	PDP2
ENSG00000172867	KRT2
ENSG00000172878	METAP1D
ENSG00000172889	EGFL7
ENSG00000074696	HACD3
ENSG00000172893	DHCR7
ENSG00000172901	LVRN
ENSG00000172915	NBEA
ENSG00000172935	MRGPRF
ENSG00000172939	OXSR1
ENSG00000074706	IPCEF1
ENSG00000172954	LCLAT1
ENSG00000172977	KAT5
ENSG00000172986	GXYLT2
ENSG00000172992	DCAKD
ENSG00000172995	ARPP21
ENSG00000074755	ZZEF1
ENSG00000173013	CCDC96
ENSG00000173039	RELA
ENSG00000173040	EVC2
ENSG00000173065	FAM222B
ENSG00000173080	RXFP4
ENSG00000173083	HPSE
ENSG00000074771	NOX3
ENSG00000173085	COQ2
ENSG00000173093	CCDC63
ENSG00000173114	LRRN3
ENSG00000173120	KDM2A
ENSG00000173137	ADCK5
ENSG00000173145	NOC3L
ENSG00000173156	RHOD
ENSG00000173166	RAPH1
ENSG00000173175	ADCY5
ENSG00000173208	ABCD2
ENSG00000173209	AHSA2
ENSG00000173210	ABLIM3
ENSG00000006210	CX3CL1
ENSG00000074803	SLC12A1
ENSG00000173212	MAB21L3
ENSG00000173218	VANGL1
ENSG00000173226	IQCB1
ENSG00000173227	SYT12
ENSG00000173230	GOLGB1
ENSG00000173237	C11orf86
ENSG00000173239	LIPM
ENSG00000173250	GPR151
ENSG00000173253	DMRT2
ENSG00000074842	MYDGF
ENSG00000173261	PLAC8L1
ENSG00000173264	GPR137
ENSG00000173267	SNCG
ENSG00000173269	MMRN2
ENSG00000173273	TNKS
ENSG00000173281	PPP1R3B
ENSG00000074855	ANO8
ENSG00000173320	STOX2
ENSG00000173327	MAP3K11
ENSG00000173334	TRIB1
ENSG00000173349	SFT2D3
ENSG00000173369	C1QB
ENSG00000173372	C1QA
ENSG00000173376	NDNF
ENSG00000074935	TUBE1
ENSG00000173402	DAG1
ENSG00000173404	INSM1
ENSG00000173418	NAA20
ENSG00000173421	CCDC36
ENSG00000074964	ARHGEF10L
ENSG00000173442	EHBP1L1
ENSG00000173452	TMEM196
ENSG00000173465	SSSCA1
ENSG00000173467	AGR3
ENSG00000173482	PTPRM
ENSG00000074966	TXK
ENSG00000173511	VEGFB
ENSG00000173517	PEAK1
ENSG00000173531	MST1
ENSG00000173540	GMPPB
ENSG00000173542	MOB1B
ENSG00000173548	SNX33
ENSG00000173557	C2orf70
ENSG00000173559	NABP1
ENSG00000075035	WSCD2
ENSG00000173567	ADGRF3
ENSG00000173578	XCR1
ENSG00000173581	CCDC106
ENSG00000173585	CCR9
ENSG00000173588	CEP83
ENSG00000173599	PC
ENSG00000075043	KCNQ2
ENSG00000173611	SCAI
ENSG00000173612	GPRC6A
ENSG00000173621	LRFN4
ENSG00000173626	TRAPPC3L
ENSG00000173638	SLC19A1
ENSG00000173641	HSPB7
ENSG00000173653	RCE1
ENSG00000173662	TAS1R1
ENSG00000075073	TACR2
ENSG00000173681	BCLAF3
ENSG00000173692	PSMD1
ENSG00000173698	ADGRG2
ENSG00000173702	MUC13
ENSG00000173705	SUSD5
ENSG00000173706	HEG1
ENSG00000173714	WFIKKN2
ENSG00000173728	C1orf100
ENSG00000173762	CD7
ENSG00000173769	TOPAZ1
ENSG00000173786	CNP
ENSG00000173801	JUP
ENSG00000173805	HAP1
ENSG00000006282	SPATA20
ENSG00000173809	TDRD12
ENSG00000173818	ENDOV
ENSG00000173821	RNF213
ENSG00000173826	KCNH6
ENSG00000173838	MARCH10
ENSG00000173846	PLK3
ENSG00000173852	DPY19L1
ENSG00000075142	SRI
ENSG00000173868	PHOSPHO1
ENSG00000173889	PHC3
ENSG00000173890	GPR160
ENSG00000173894	CBX2
ENSG00000173898	SPTBN2
ENSG00000173905	GOLIM4
ENSG00000173908	KRT28
ENSG00000173918	C1QTNF1
ENSG00000075151	EIF4G3
ENSG00000173928	SWSAP1
ENSG00000173930	SLCO4C1
ENSG00000173988	LRRC63
ENSG00000173991	TCAP
ENSG00000173992	CCS
ENSG00000075188	NUP37
ENSG00000174004	NRROS
ENSG00000174010	KLHL15
ENSG00000174013	FBXO45
ENSG00000174015	SPERT
ENSG00000174016	FAM46D
ENSG00000174032	SLC25A30
ENSG00000174059	CD34
ENSG00000174080	CTSF
